Product,Product_Description
302732000,0302732000 Carpes Des Espces (Catla Catla; Labeo Spp.; Osteochilus H
302735000,"0302735000 Carp, Fresh Or Chilled, Excluding Livers, Roes, Fillets And Other Fish Meat Of Heading 0304, Nesoi"
302739000,"0302739000 Carp, Other Than Mrigal, Excl.Fillets, Livers And Roes, Fresh Or Chilled"
3038922000,"03038922000 Rohu (Labeo Rohita), Catla (Catlacatla) And Swamp Barb (Puntius Chola)"
302790040,0302790040 Fresh Or Chilled Nile Perch (Lates Niloticus) And Snakeheads (Channa Spp.) (Excluding Fillets And Other Meat Of Hs 0304 And Edible Fish Offal Of Hs 03029)
302840000,"0302840000 Seabass, Fresh Or Chilled, Excluding Fillets, Livers And Roes"
302840015,"0302840015 Fish; Fresh Or Chilled, Seabass (Dicentrarchus Spp.), Excluding Fillets, Livers, Roes, Andother Fish Meat Of Heading 0304, Headed And Gutted"
302841000,0302841000 European Seabass (Dicentrarchus Labrax)
302841100,"0302841100 Seabass, Fresh Or Chilled, Scaled, In Immediate Containers Weighing With Their Contents 6.8 Kg Or Less, Except Fillets, Livers And Roes"
302845000,"0302845000 Seabass, Fresh Or Chilled, Excluding Livers, Roes, Fillets And Other Fish Meat Of Heading 0304, Nesoi"
302853000,0302853000 Gilthead Seabreams (Sparus Aurata)
302891039,"0302891039 Fish; Fresh Or Chilled, Mullet, Excluding Fillets, Livers, Roes, And Other Fish Meat Of Heading0304, Whole"
30389550000,030389550000 ipura (Sparus Aurata); Dondurulmu
302895061,"0302895061 Grouper, Fresh Or Chilled, Except Fillets, Livers And Roes, Nesoi"
303898943,"0303898943 Milkfish, Frozen"
302898970,"0302898970 Other Catfish, Fresh Or Chilled"
303898960,"0303898960 Grouper, Frozen"
303110000,"0303110000 Sockeye (Red) Salmon (Oncorhynchus Nerka), Frozen, Except Fillets, Livers And Roes"
303110029,"0303110029 Fish; Frozen, Pacific Salmon, Sockeye Salmon (Red Salmon) (Oncorhynchus Nerka), Excluding Fillets, Fish Meat Of 0304, And Edible Fish Offal Of Subheadings 0303.91 To 0303.99, Other Than Whole Or Headed And Gutted"
303110041,0303110041 Frozen Sockeye Salmon (Red Salmon) (Oncorhynchus Nerka) (Excluding Fillets And Other Meat Of Hs 0304 And Edible Fish Offal Of Hs 03039)
303110080,0303110080 Frozen Sockeye Salmon [Red Salmon] [Oncorhynchus Nerka]
303120000,"0303120000 Other Pacific Salmon(Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Tschawytscha, Oncorhynchus Kisutch, Oncorhynchus Masou And Oncorhynchus Rhodurus)"
303120010,"0303120010 Chum Salmon, Frozen, Excluding Fish Of No 03.04, Excluding Livers And Roes"
303120012,"0303120012 Chinook (King) Salmon (Oncorhynchus Tschawytscha), Frozen, Except Fillets, Livers And Roes"
303120015,"0303120015 Fish; Frozen, Pacific Salmon (Oncorhynchus Gorbuscha/Keta/Tschawytscha/Kisutch/Masou/Rhodurus) Other Than Sockeye Salmon (Oncorhynchus Nerka), ExcludingFillets, Livers, Roes, And Other Fish Meat Of Heading 0304, Headed And Gutted"
303120020,"0303120020 Coho Salmon, Frozen, Excluding Fish Of No 03.04, Excluding Livers And Roes"
303120022,"0303120022 Chum (Dog) Salmon (Oncorhynchus Keta), Frozen, Except Fillets, Livers And Roes"
303120029,"0303120029 Fish; Frozen, Pacific Salmon (Oncorhynchus Gorbuscha/Keta/Tschawytscha/ Kisutch/Masou/Rhodurus) Other Than Sockeye Salmon (Oncorhynchus Nerka), Excluding Fillets, Meat Of 0304, And Edible Fish Offal Of 0303.9, Other Than Whole Or Headed And Gutted"
303120030,"0303120030 Pink Salmon, Frozen, Excluding Fish Of No 03.04, Excluding Livers And Roes"
303120032,"0303120032 Pink (Humpie) Salmon (Oncorhynchus Gorbuscha), Frozen, Except Fillets, Livers And Roes"
303120040,"0303120040 Spring Salmon, Frozen, Excluding Fish Of No 03.04, Excluding Livers And Roes"
303120052,"0303120052 Coho (Silver) Salmon (Oncorhynchus Kisutch), Frozen, Except Fillets, Livers And Roes"
303120062,"0303120062 Pacific Salmon (Oncorhynchus Masou, Oncorhynchus Rhodurus), Frozen, Except Fillets, Livers And Roes, Nesoi"
303120080,0303120080 Frozen Pacific Salmon (Excl. Sockeye Salmon [Red Salmon])
303120090,"0303120090 Other Pacific Salmon, Frozen,Excluding Fish Of No 03.04,Excl Livers And Roes,Nes"
303130000,"0303130000 Atlantic Salmon (Salmo Salar) And Danube Salmon (Hucho Hucho), Frozen, Except Fillets, Livers And Roes"
303130010,"0303130010 Frozen, Atlantic Salmon Salmo Salar And Danube Salmon Hucho Hucho"
303130015,"0303130015 Fish; Frozen, Atlantic Salmon (Salmo Salar) And Danube Salmon (Hucho Hucho), Headed And Gutted"
303130029,"0303130029 Fish; Frozen, Atlantic Salmon (Salmo Salar) And Danube Salmon (Hucho Hucho), Excluding Fillets, Fish Meat Of 0304, And Edible Fish Offal Of Subheadings 0303.91 To 0303.99, Other Than Whole Or Headed And Gutted"
303130043,0303130043 Frozen Atlantic Salmon (Salmo Salar) And Danube Salmon (Hucho Hucho) (Excluding Fillets And Other Meat Of Hs 0304 And Edible Fish Offal Of Hs 03039)
303130090,"0303130090 Frozen, Atlantic Salmon Salmo Salar And Danube Salmon Hucho Hucho"
303131000,0303131000 Saumons De L'Atlantique (Salmo Salar)
303140000,"0303140000 Trout (Salmo Trutta; Oncorhynchus Mykiss, Clarki, Aguabonita, Gilae, Apache And Chrysogaster), Frozen, Except Fillets, Livers And Roes"
303140044,"0303140044 Frozen Trout (Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita, Oncorhynchus Gilae, Oncorhynchus Apache And Oncorhynchus Chrysogaster) (Excluding Fillets & Other Meat Of Hs 0304 & Edible Fish Offal Of Hs 03039)"
303149011,"0303149011 Frozen Trout [Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita And Oncorhynchus Gilae] (Excl. Oncorhynchus Mykiss With Heads And Gills On, Gutted, Weighing More Than 1,2 Kg Each, Or With Heads Off, Gilled And Gutted, Weighin"
303149019,"0303149019 Frozen Trout [Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita And Oncorhynchus Gilae] (Excl. Oncorhynchus Mykiss With Heads And Gills On, Gutted, Weighing More Than 1,2 Kg Each, Or With Heads Off, Gilled And Gutted, Weighin"
303149090,"0303149090 Frozen Trout Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita And Oncorhynchus Gilae (Excl. Oncorhynchus Mykiss With Heads And Gills On, Gutted, Weighing More Than 1,2 Kg Each, Or With Heads Off, Gilled And Gutted, Weighin"
303190000,0303190000 Los Demas Salmones Del Pacifico Congelados
303914060,"0303914060 Mullet Roe, Frozen"
303190010,"0303190010 Chum salmon, frozen, excluding heading 03.04, livers and roes"
303190039,"0303190039 Fish; Frozen, Salmonidae, N.E.C. In Item No. 0303.1, Excluding Fillets, Fish Meat Of 0304, And Edible Fish Offal Of Subheadings 0303.91 To 0303.99, Other Than Whole Or Headed And Gutted"
303190050,0303190050 Frozen Salmonidae (Excluding Sockeye Salmon (Red Salmon); Pacific Salmon; Atlantic Salmon; Danube Salmon; Trout; Fillets And Other Meat Of Hs 0304 And Edible Fish Offal Of Hs 03039)
303190080,0303190080 Autres Salmonides Congeles
303190090,"0303190090 Salmon, Pacific, frozen, nes, excluding heading 03.04, livers and roes"
303190100,"0303190100 Salmonidae, Frozen, Except Fillets, Livers And Roes, Nesoi"
303210000,"0303210000 Trout (Salmo Trutta; Oncorhynchus Mykiss, Clarki, Aguabonita, Gilae, Apache And Chrysogaster), Frozen, Except Fillets, Livers And Roes"
303220000,"0303220000 Atlantic Salmon (Salmo Salar) And Danube Salmon (Hucho Hucho), Frozen, Except Fillets, Livers And Roes"
303230000,"0303230000 Tilapia (Oreochromis Spp.), Frozen, Except Fillets, Livers And Roes"
303230015,"0303230015 Fish; Frozen, Tilapias (Oreochromis Spp.), Excluding Fillets, Livers, Roes, And Other Fish Meatof Heading 0304, Headed And Gutted"
303230051,0303230051 Frozen Tilapias (Oreochromis Spp.) (Excl. Fillets And Other Meat Of Hs 0304 And Edible Fish Offal Of Hs 03039)
303240000,"0303240000 Catfish, Frozen, Excluding Livers, Roes, Fillets And Other Fish Meat Of Heading 0304"
303240029,"0303240029 Fish; Frozen, Catfish (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.), Excluding Fillets, Fish Meat Of 0304, And Edible Fish Offal Of Subheadings 0303.91 To 0303.99, Other Than Whole Or Headed And Gutted"
303240050,"0303240050 Catfish (Silurus Spp. Or Clarias Spp.), Frozen, Except Fillets, Livers And Roes, Nesoi"
303240052,"0303240052 Frozen Catfish (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.) (Excl. Fillets And Other Meat Of Hs 0304 And Edible Fish Offal Of Hs 03039)"
303250000,"0303250000 Carp, Frozen, Except Fillets, Livers And Roes"
303250053,"0303250053 Frozen Carp (For Full List Of Carp Spp., See Ahecc) (Excl. Fillets And Other Meat Of Hs 0304 And Edible Fish Offal Of Hs 03039)"
303250100,"0303250100 Carp, Frozen, Except Fillets, Livers And Roes"
303251000,"0303251000 Carpes des esp?ces (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmicht"
303290000,"0303290000 Salmonidae, Frozen, Except Fillets, Livers And Roes, Nesoi"
303290049,"0303290049 Fish; Frozen, Nile Perch (Lates Niloticus) And Snakeheads (Channa Spp.), Excluding Fillets, Fish Meat Of 0304, And Edible Fish Offal Of Subheadings 0303.91 To 0303.99, Other Than Whole Or Headed And Gutted"
303290060,0303290060 Frozen Nile Perch (Lates Niloticus) And Snakeheads (Channa Spp.) (Excl. Fillets And Other Meat Of Hs 0304 And Edible Fish Offal Of Hs 03039)
303290100,"0303290100 Nile Perch (Lates Niloticus) And Snakeheads (Channa Spp.), Frozen, Excluding Livers, Roes And Fillets"
304200002,0304200002 Milkfish (Bangus)
3043300000,03043300000   (Lates Niloticus)
30433000000,030433000000 Nil Levrei (Lates Niloticus) Filetolar; Taze Veya Soutulmu
304421000,0304421000 Of The Species Oncorhynchus Mykiss Weighing More Than 400 G Each
30442100000,030442100000 Alabalk Filetolar (Oncorhynchus Mykiss Trnden Adedinin Arl > 400 Gr); Taze Veya Soutulmu
304425000,0304425000 Of The Species Oncorhynchus Apache And Oncorhynchus Chrysogaster
303770000,"0303770000 Sea Bass (Dicentrarchus Labrax, Dicentrarchus Punctatus), Frozen, Except Fillets, Livers And Roes"
303792002,0303792002 Tilapia
303792003,0303792003 Catfish (Hito)
30459200,"030459200 Fish Meat Of Buri(Seriola Spp.), Fresh Or Chilled"
303840000,"0303840000 Sea Bass (Dicentrarchus Labrax, Dicentrarchus Punctatus), Frozen, Except Fillets, Livers And Roes"
303840010,"0303840010 Fish; Frozen, Seabass (Dicentrarchus Spp.), Excluding Fillets, Livers, Roes, And Other Fishmeat Of Heading 0304, Whole"
303840074,0303840074 Frozen Seabass (Dicentrarchus Spp.) (Excluding Fillets And Other Meat Of Hs 0304 And Edible Fish Offal Of Hs 03039)
303841000,0303841000 European Seabass (Dicentrarchus Labrax)
303890040,"0303890040 Tilapia, Other Than Oreochromis Spp., Frozen, Except Fillets, Livers And Roes"
303890049,"0303890049 Mullet, Frozen, Except Fillets, Livers And Roes"
303890070,"0303890070 Grouper, Frozen, Except Fillets, Livers And Roes"
303891041,"0303891041 Fish; Frozen, Mullet, Excluding Fillets, Livers, Roes, And Other Fish Meat Of Heading 0304,Whole"
3046300000,03046300000   (Lates niloticus)
30463000000,030463000000 Nil Levrei (Lates Niloticus) Filetolar; Dondurulmu
304690001,0304690001 Milkfish (Bangus)
303892041,"0303892041 Fish; Frozen, Mullet, Excluding Fillets, Livers, Roes, And Other Fish Meat Of Heading 0304,Headed And Gutted"
303892200,0303892200 Walking Catfish
30482100000,030482100000 Alabalk (Oncorhynchus Mykiss Trnden Adedinin Arl > 400 Gr) Filetolar; Dondurulmu
303895500,0303895500 Gilthead Seabream (Sparus Aurata)
30489300000,"030489300000 Cabrillas (Epinephelus Spp, Paralabrax Spp"
303898970,"0303898970 Other Catfish, Frozen"
304897000,0304897000 Meros (Epinephelus Guaza)
30489700000,030489700000 Meros (Epinephelus Guaza)
303914040,"0303914040 Salmon Roe, Frozen"
304310000,"0304310000 Tilapia (Oreochromis) Fillets, Fresh Or Chilled"
304310060,0304310060 Fresh Or Chilled Fillets Of Tilapias (Oreochromis Spp.)
304320000,"0304320000 Catfish Fillets And Other Meat, Excluding Fish Steaks, Fresh Or Chilled"
304320061,"0304320061 Fresh Or Chilled Fillets Of Catfish (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.)"
304320090,"0304320090 Catfish (Silurus Or Clarias), Fillets, Fresh Or Chilled"
304390000,"0304390000 Carp, Eels And Snakehad Fillets, Fresh Or Chilled"
304390010,"0304390010 Carp (Cyprinus Carpio, Carassius Carassius, Ctenopharyngodon Idellus, Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon Piceus)"
304390068,"0304390068 Fresh Or Chilled Fillets Of Carp (For Full List Of Carp Spp., See Hs), Eels (Anguilla Spp.) And Snakeheads (Channa Spp.)"
304391100,0304391100 Carpes Des Espces (Cyprinus Spp.; Carassius Spp.; Ctenoph
304410000,"0304410000 Pacific Salmon And Atlantic Salmon Fillets, Fresh Or Chilled"
304410010,"0304410010 Atlantic Salmon (Salmo Salar) Fillets, Farmed, Fresh Or Chilled"
304410070,"0304410070 Fresh Or Chilled Fillets Of Pacific Salmon (Oncorhynchus Nerka, Gorbuscha, Keta, Tschawytscha, Kisutch, Masou And Rhodurus), Atlantic Salmon (Salmo Salar) And Daunube Salmon (Hucho Hucho)"
304410090,"0304410090 Pacific Salmon And Danube Salmon Fillets, Fresh Or Chilled"
304420071,"0304420071 Fresh Or Chilled Fillets Of Trout (Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita, Oncorhynchus Gilae, Oncorhynchus Apache And Oncorhynchus Chrysogaster)"
304429010,"0304429010 Fresh Or Chilled Fillets Of Trout Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita And Oncorhynchus Gilae (Excl. Of Oncorhynchus Mykiss Weighing > 400 G Each)"
304429090,"0304429090 Fresh Or Chilled Fillets Of Trout Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita And Oncorhynchus Gilae (Excl. Of Oncorhynchus Mykiss Weighing > 400 G Each)"
304490080,"0304490080 Fresh Or Chilled Fillets Of Fish (Excl. Of Tilapias, Catfish, Nile Perch, Carp, Eels, Snakeheads, Pacific & Atlantic & Danube Salmon, Trout, Flat Fish, Swordfish, Toothfish, Dogfish & Other Sharks, Rays & Skates & Fish Listed In Hs 030444)"
304490112,"0304490112 Tilapia, Other Than Oreochromis, Fillets, Fresh Or Chilled"
304493000,"0304493000 Other Salmon And Trout Fillets, Fresh Or Chilled"
304499010,0304499010 European Seabass (Dicentrarchus Labrax)
304499020,0304499020 Gilthead Seabream (Sparus Aurata)
304499060,"0304499060 Milkfish Fillets (Whether Or Not Minced), Fresh Or Chilled"
304510000,"0304510000 Tilapias, Catfish, Carp, Eels, Nile Perch And Snakehead Meat, Nesoi, Fresh Or Chilled"
304510079,"0304510079 Fresh Or Chilled Meat Of Tilapias (Oreochromis Spp.), Catfish (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.), Carp, Eels (Anguilla Spp.), Nile Perch And Snakeheads (Channa Spp.), Whether Or Not Minced (Excluding Fillets)"
304510090,"0304510090 Tilapia, Carp, Eels, Catfish (Silurus Or Clarias) And Snakehead Meat, Other Than Fillets, Fresh Or Chilled"
304510100,"0304510100 Tilapias, Catfish, Carp, Eels, Nile Perch And Snakehead Meat, Nesoi, Fresh Or Chilled"
304510125,"0304510125 Tilapia (Oreochromis) Meat, Other Than Fillets, Fresh Or Chilled"
304510190,"0304510190 Tilapias, Catfish, Carp, Eels, Nile Perch, Snakeheads, Other Than Fillets, Fresh Or Chilled"
304520000,"0304520000 Salmonidae Meat, Nesoi, Fresh Or Chilled"
304520010,"0304520010 Atlantic Salmon (Salmo Salar) Meat Other Than Fillets, Farmed, Fresh Or Chilled"
304520020,"0304520020 Salmon (Other Than Atlantic Slamon) Meat, Other Than Fillets, Fresh Or Chilled"
304520081,"0304520081 Fresh Or Chilled Salmonidae Meat, Whether Or Not Minced (Excl. Fillets)"
304520090,"0304520090 Salmonidae Meat Other Than Fillets, Fresh Or Chilled, Nesoi"
304590030,"0304590030 Tilapia, Other Than Oreochromis, Meat Other Than Fillets, Fresh Or Chilled"
304610000,"0304610000 Tilapia Fillets, Frozen"
304610011,0304610011 Frozen Fillets Of Tilapias (Oreochromis Spp.)
305202010,"0305202010 Mullet Roe, Dried, Smoked, Salted Or In Brine"
304620000,"0304620000 Catfish Fillets, Frozen"
304620012,"0304620012 Frozen Fillets Of Catfish (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.)"
304620090,"0304620090 Clarias Spp Fillets, Frozen"
304630013,0304630013 Frozen Fillets Of Nile Perch (Lates Niloticus)
304690000,"0304690000 Carp, Eels And Snakehead Fillets, Frozen"
304690010,"0304690010 Carp (Cyprinus Carpio, Carassius Carassius, Ctenopharyngodon Idellus, Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon Piceus)"
304690012,"0304690012 Filetes De Carpas,Anguilas Y Peces Cabeza De Serpiente Congelados"
304690018,"0304690018 Frozen Fillets Of Carp (For Full List Of Carp Spp., See Ahecc), Eels (Anguilla Spp.) And Snakeheads (Channa Spp.)"
304690020,"0304690020 Frozen Fillets Of Carp [Cyprinus Carpio, Carassius Carassius, Ctenopharyngodon Idellus, Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon Piceus], Eels [Anguilla Spp.] And Snakeheads [Channa Spp.]"
305310006,0305310006 Milkfish (Bangus)
304691000,"0304691000 Carpes (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cir"
304810000,"0304810000 Pacific Salmon Fillets, Frozen"
304810010,"0304810010 Frozen Fillets Of Pacific Salmon Oncorhynchus Nerka, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Tschawytscha, Oncorhynchus Kisutch, Oncorhynchus Masou And Oncorhynchus Rhodurus, Atlantic Salmon Salmo Salar And Danube Salmon Hucho Hucho"
304810030,"0304810030 Frozen Fillets Of Pacific Salmon (Oncorhynchus Nerka, Gorbuscha, Keta, Tschawytscha, Kisutch, Masou And Rhodurus), Atlantic Salmon (Salmo Salar) And Danube Salmon (Hucho Hucho)"
304810090,"0304810090 Frozen Fillets Of Pacific Salmon Oncorhynchus Nerka, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Tschawytscha, Oncorhynchus Kisutch, Oncorhynchus Masou And Oncorhynchus Rhodurus, Atlantic Salmon Salmo Salar And Danube Salmon Hucho Hucho"
304811000,"0304811000 Pacific, Atlantic & Danube Salmon Fillets,Skinned,Fz,Wgt Over 4.5 Kg Each,To Be Minced, Ground Or Cut To Pieces Of Uniform Weights & Dimensions, Nesoi"
304812000,0304812000 Saumons de l'Atlantique (Salmo salar)
304815010,"0304815010 Atlantic Salmonidae (Salmo Salar) Fillets, Frozen, Nesoi"
304815090,"0304815090 Salmonidae Fillets, Frozen, Except Atlantic Salmon, Nesoi"
304820032,"0304820032 Frozen Fillets Of Trout (Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita, Oncorhynchus Gilae, Oncorhynchus Apache And Oncorhynchus Chrysogaster)"
304829010,"0304829010 Frozen Fillets Of Trout Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita And Oncorhynchus Gilae (Excl. Of Oncorhynchus Mykiss Weighing > 400 G Each)"
304829090,"0304829090 Frozen Fillets Of Trout Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita And Oncorhynchus Gilae (Excl. Of Oncorhynchus Mykiss Weighing > 400 G Each)"
305411000,0305411000 Saumons Du Pacifique (Oncorhynchus Nerka; Oncorhynchus Gorb
304891010,"0304891010 Ocean Catfish (Wolf Fish) Fillets, Skinned, Frozen Blocks Weighing Over 4.5 Kg Each, To Be Minced, Ground Or Cut Into Pieces Of Uniform Weights Etc"
304893000,"0304893000 Of Tilapia, Other Than Oreochromis Spp"
304895045,"0304895045 Ocean Catfish (Wolf Fish) Fillets, Frozen, Nesoi"
304899010,0304899010 European Seabass (Dicentrarchus Labrax)
304899020,0304899020 Gilthead Seabream (Sparus Aurata)
304899024,"0304899024 Milkfish, Fillets Or Steaks, Frozen"
304930000,"0304930000 Tilapias, Catfish, Carp, Eels, Nile Perch And Snakeheads, Frozen, Nesoi"
304930019,"0304930019 Fish Meat, Excluding Fillets, Whether Or Not Minced; Frozen, Tilapias, Catfish, Carp, Eels, NilePerch, And Snakeheads, Surimi"
304930039,"0304930039 Fish Meat, Excluding Fillets, Whether Or Not Minced; Frozen, Tilapias, Catfish, Carp, Eels, Nile Perch, And Snakeheads, Other Than Minced Blocks Or Surimi"
304930074,"0304930074 Frozen Meat Of Tilapias (Oreochromis Spp.), Catfish (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.), Carp, Eels (Anguilla Spp.), Nile Perch (Lates Niloticus) And Snakeheads (Channa Spp.), Whether Or Not Minced (Excl. Fillets)"
304931090,"0304931090 Tilapia, Catfish, Carp, Eels, Nile Perch & Skhd Meat, Frozen, In Bulk Or In Immediate Containers Weighing With Their Contents Over 6.8 Kg Each, Nesoi"
304939000,"0304939000 Tilapia, Catfish, Carp, Eels, Nile Perch And Snakehead Fish Meat, Frozen, Nesoi"
304939010,"0304939010 Carp (Cyprinus Carpio, Carassius Carassius, Ctenopharyngodon Idellus, Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon Piceus)"
305599004,0305599004 Milkfish (Bangus)
305204020,"0305204020 Salmon Roe, Dried, Smoked, Salted Or In Brine"
305209021,"0305209021 Livers And Roes Of Fish, Dried, Smoked, Salted Or In Brine: Other: Of Salmon: Smoked"
305209022,"0305209022 Livers And Roes, Of Fish,Dried,Salted Or In Brine,Of Salmon"
305310000,"0305310000 Tilapia, Catfish, Carp, Eel, Nile Perch And Snakehead Fillets, Dried, Salted Or In Brine, But Not Smoked"
305310010,"0305310010 Carp (Cyprinus Carpio, Carassius Carassius, Ctenopharyngodon Idellus, Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon Piceus)"
305310011,"0305310011 Fish Fillets; Dried, Tilapias, Catfish, Carp, Eels, Nile Perch, And Snakeheads"
305310029,"0305310029 Fish Fillets; Salted Or In Brine, But Not Smoked, Tilapias, Catfish, Carp , Eels, Nile Perch, And Snakeheads"
305310040,"0305310040 Fillets Of Tilapias (Oreochromis Spp.), Catfish (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.), Carp, Eels (Anguilla Spp.), Nile Perch (Lates Niloticus) And Snakeheads (Channa Spp.), Dried, Salted Or In Brine, But Not Smoked"
305310100,"0305310100 Tilapia, Catfish, Carp, Eel, Nile Perch And Snakehead Fillets, Dried, Salted Or In Brine, But Not Smoked"
305390050,"0305390050 Fish Fillets, Dried, Salted Or In Brine, But Not Smoked (Excluding Fillets Of Tilapias, Catfish, Carp, Eels, Nile Perch, Snakeheads And Fish Of The Families Listed In Hs 030532)"
305391010,"0305391010 Fillets Of Pacific Salmon Oncorhynchus Nerka, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Tschawytscha, Oncorhynchus Kisutch, Oncorhynchus Masou And Oncorhynchus Rhodurus, Atlantic Salmon Salmo Salar And Danube Salmon Hucho Hucho, Salted"
305391090,"0305391090 Fillets Of Pacific Salmon Oncorhynchus Nerka, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Tschawytscha, Oncorhynchus Kisutch, Oncorhynchus Masou And Oncorhynchus Rhodurus, Atlantic Salmon Salmo Salar And Danube Salmon Hucho Hucho, Salted"
305399010,"0305399010 Trout (Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita, Oncorhynchus Gilae, Oncorhynchus Apache And Oncorhynchus Chrysogaster)"
305399020,0305399020 European Seabass (Dicentrarchus Labrax)
305399030,0305399030 Gilthead Seabream (Sparus Aurata)
305410000,"0305410000 Pacific Salmon (Oncorhynchus Spp.), Atlantic Salmon (Salmo Salar), And Danube Salmon (Hucho Hucho), Including Fillets, Smoked"
305410010,"0305410010 Pacific Salmon Oncorhynchus Nerka, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Tschawytscha, Oncorhynchus Kisutch, Oncorhynchus Masou And Oncorhynchus Rhodurus, Atlantic Salmon Salmo Salar And Danube Salmon Hucho Hucho, Smoked, Incl. Fillets"
305410051,"0305410051 Smoked Pacific Salmon, Atlantic Salmon (Salmo Salar) And Danube Salmon (Hucho Hucho), Whether Or Not Cooked Before Or During The Smoking Process (Incl. Fillets) (Excl. Livers, Roes, Edible Offal And Hs 030510)"
305410090,"0305410090 Pacific Salmon Oncorhynchus Nerka, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Tschawytscha, Oncorhynchus Kisutch, Oncorhynchus Masou And Oncorhynchus Rhodurus, Atlantic Salmon Salmo Salar And Danube Salmon Hucho Hucho, Smoked, Incl. Fillets"
305631000,0305631000 Salt fermented anchovy
305430011,"0305430011 Truchas (Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita, Oncorhynchus Gilae, Oncorhynchus Apache Y Oncorhynchus Chrysogaster)"
305430019,"0305430019 Smoked Trout Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita, Oncorhynchus Gilae, Oncorhynchus Apache And Oncorhynchus Chrysogaster, Incl. Fillets (Excl. Offal)"
305430053,"0305430053 Smoked Trout (Salmo Trutta, Oncorhynchus Mykiss, And Oncorhynchus Clarki, Aguabonita, Gilae, Apache And Chrysogaster), Whether Or Not Cooked Before Or During The Smoking Process (Incl. Fillets) (Excl. Livers, Roes, Edible Offal & Hs 030510)"
305430090,"0305430090 Smoked Trout Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita, Oncorhynchus Gilae, Oncorhynchus Apache And Oncorhynchus Chrysogaster, Incl. Fillets (Excl. Offal)"
305440000,"0305440000 Smoked Tilapia, Catfish, Carp, Eels, Nile Perch And Snakeheads Including Fillets, Other Than Edible Fish Offal"
305440055,"0305440055 Smoked Tilapias (Oreochromis Spp.), Catfish, Carp, Eels (Anguilla Spp.), Nile Perch And Snakeheads (Channa Spp.), Whether Or Not Cooked Before Or During Smoking Process (Incl. Fillets) (Excl. Livers, Roes, Milt, Edible Offal And Hs 030510)"
305440100,"0305440100 Smoked Tilapia, Catfish, Carp, Eels, Nile Perch And Snakeheads Including Fillets, Other Than Edible Fish Offal"
305520072,"0305520072 Dried Tilapias (Oreochromis Spp.), Catfish, Carp, Eels (Anguilla Spp.), Nile Perch And Snakeheads (Channa Spp.), Whether Or Not Salted, But Not Smoked (Excluding Fillets, Livers, Roes, Milt, Edible Offal And Hs 030510)"
305699001,0305699001 Milkfish
305599040,"0305599040 Catfish, Dried Catfish, Dried"
